major,school,plan,rank
14智能影像工程,A262上海健康医学院,10,109761
15英语(师范类),A100廊坊师范学院,4,109780
B6光电信息科学与工程(中外合作办学),A186长春理工大学,19,109798
1G法语,A205长春师范大学,4,109806
0H数学与应用数学,B066烟台大学,135,109807
B1测绘工程,A407江西理工大学,3,109873
50油气储运工程(卓越计划班),A148辽宁石油化工大学,2,109883
64电子商务,B535湖南工业大学,4,109889
3Q财务管理,A435青岛农业大学,82,109902
0B应用化学,A731兰州理工大学,2,109927
0E网络空间安全,A624中国民用航空飞行学院,4,109928
0N公共管理类,A077河北地质大学,6,109941
34会计学,B463江苏理工学院,4,109962
10给排水科学与工程,A534湖南科技大学,2,109990
1K药学类(地方专项计划),A431齐鲁工业大学,10,110022
08新闻学(体育文化传媒方向),A071天津体育学院,3,110031
08材料科学与工程,A736西北师范大学,2,110096
04电气工程与智能控制,A219黑龙江科技大学,3,110116
85食品营养与健康,A167渤海大学,2,110173
43电子信息科学与技术,A466河南农业大学,4,110180
N2安全工程,A407江西理工大学,2,110182
01思想政治教育(师范类),A482洛阳师范学院,6,110190
2F机械设计制造及其自动化(中外合作办学),A107石家庄铁道大学,10,110206
14药学,B810海南医学院,3,110256
08康复治疗学,A228黑龙江中医药大学,6,110259
06道路桥梁与渡河工程,A463河南工业大学,2,110272
36会计学,B629北华航天工业学院,1,110299
39标准化工程(济南走读),Y016济南大学,4,110308
01广告学,A430山东建筑大学,40,110309
09法医学,A443济宁医学院,25,110321
1Q科学教育(师范类),A205长春师范大学,7,110328
0H环境工程,A878安徽建筑大学,2,110339
02机械电子工程,B463江苏理工学院,2,110343
19园艺,A389福建农林大学,8,110375
0X制药工程,B066烟台大学,70,110380
07集成电路设计与集成系统,B066烟台大学,85,110388
34小学教育(师范类),A679大理大学,2,110416
2N酿酒工程,A431齐鲁工业大学,22,110440
62广播电视学,A622四川轻化工大学,2,110447
99劳动与社会保障,A066天津职业技术师范大学,4,110467
26微电子科学与工程,A433山东理工大学,40,110476
22材料成型及控制工程,A464河南科技大学,6,110478
0J机械类,A076河北工程大学,3,110482
0N能源与动力工程,B819东莞理工学院,2,110483
31历史学(师范类),A096保定学院,1,110491
06广告学,A205长春师范大学,4,110495
15法学,B407北方民族大学,2,110511
40计算机科学与技术,A408景德镇陶瓷大学,1,110536
BG社会工作,A719延安大学,5,110537
0H过程装备与控制工程,A361安徽理工大学,4,110544
1D精神医学,A443济宁医学院,54,110546
0W思想政治教育,A193吉林农业大学,4,110562
1G药学,A439山东第一医科大学,182,110606
0J应用统计学,A109太原科技大学,2,110631
0S焊接技术与工程,A731兰州理工大学,2,110726
47商务英语,A377滁州学院,1,110747
1X汉语言文学(师范类),B067潍坊学院,96,110790
3B电气工程及其自动化,A531吉首大学,2,110794
0J英语,A741兰州财经大学,2,110804
53信息与计算科学,A220东北石油大学,3,110831
1G统计学,A433山东理工大学,50,110862
13制药工程,A228黑龙江中医药大学,4,110895
70护理学,A460河南理工大学,2,110958
0Q计算机科学与技术,A435青岛农业大学,67,110962
37软件工程,A148辽宁石油化工大学,2,110991
02国际经济与贸易,B406甘肃政法大学,1,110994
32应用统计学,A741兰州财经大学,3,111013
FG软件工程,A719延安大学,4,111028
0E防灾减灾科学与工程,B775防灾科技学院,3,111035
0B工商管理类,B420河北金融学院,2,111057
0B环境工程,A405东华理工大学,4,111067
04材料科学与工程(中外合作办学),F410广东以色列理工学院,6,111078
0A预防医学,A413赣南医学院,2,111108
08应用化学,A146辽宁科技大学,1,111109
1M海洋信息工程,A431齐鲁工业大学,40,111114
03医学实验技术,A439山东第一医科大学,50,111117
24海洋油气工程,A220东北石油大学,3,111118
W1药学,A201北华大学,3,111142
2Q计算机类,A434山东农业大学,260,111147
08飞行器动力工程,B736西安航空学院,3,111154
94材料类,B535湖南工业大学,6,111170
2F信息与计算科学,A433山东理工大学,58,111194
0J临床医学,A695西藏民族大学,6,111218
23核工程与核技术,B632沈阳工程学院,2,111241
10包装工程,A110中北大学,8,111243
16生物医学工程,A412江西中医药大学,1,111253
62化学,A190长春工业大学,2,111259
21建筑环境与能源应用工程,A081华北理工大学,5,111266
04知识产权,A731兰州理工大学,4,111356
2Q材料类,A427济南大学,133,111425
H5软件工程(英语方向),A410江西农业大学,2,111441
04汉语言文学,A927湖北科技学院,3,111455
56电气工程及其自动化(中外合作办学)(中美合作办学),A500湖北工业大学,15,111459
19日语,A418赣南师范大学,2,111519
16电气工程与智能控制,B629北华航天工业学院,1,111528
39材料科学与工程(中外合作办学),A512湖北大学,12,111537
10英语(师范类),A482洛阳师范学院,6,111589
09电气工程及其自动化,B058宁波工程学院,4,111595
04种子科学与工程,A157沈阳农业大学,2,111602
0C预防医学,A438潍坊医学院,138,111645
2K电气工程及其自动化,B726长春大学,2,111665
32新能源科学与工程,A462郑州轻工业大学,3,111673
44会计学,A190长春工业大学,4,111685
0F建筑环境与能源应用工程,A878安徽建筑大学,2,111693
80俄语,Y000哈尔滨理工大学,4,111703
0G数学与应用数学,B726长春大学,1,111708
03智能电网信息工程,B437长春工程学院,2,111720
C1能源与动力工程,A149沈阳化工大学,1,111731
0J护理学,A199长春中医药大学,2,111740
Q2软件工程,A201北华大学,5,111750
22教育技术学(师范类),A166沈阳师范大学,12,111764
0C应用物理学,A076河北工程大学,2,111798
01汉语言文学(师范类),A377滁州学院,2,111821
2C电子信息工程(中外合作办学),A320江苏师范大学,4,111825
0G能源与动力工程,B066烟台大学,60,111853
0E财政学(就读地点泰安),Y018山东科技大学,103,111865
13商务英语,A402闽南师范大学,5,111873
0M康复治疗学,A412江西中医药大学,5,111909
25化学工程与工艺(中外合作办学),A490武汉工程大学,5,111915
37区块链工程,C026大连民族大学,3,111918
0G法学,A441山东中医药大学,49,111948
10中医养生学,A809山西中医药大学,2,111955
03高分子材料与工程,A012北京服装学院,7,111981
37材料成型及控制工程(智能制造方向),A460河南理工大学,2,111995
JT经济统计学,B406甘肃政法大学,1,112009
45会计学,A219黑龙江科技大学,2,112080
29会计学,B406甘肃政法大学,2,112081
78软件工程,Y000哈尔滨理工大学,36,112120
28汉语国际教育,A679大理大学,2,112137
0S中药学,A441山东中医药大学,77,112138
1G中国语言文学类(师范类),E276齐鲁师范学院,107,112162
01汉语言文学(师范类),A483商丘师范学院,3,112177
0P交通运输,A109太原科技大学,2,112203
0J地理信息科学,A430山东建筑大学,47,112224
0V地理科学(师范类),A119太原师范学院,4,112240
83经济学类(经济学院),A240哈尔滨商业大学,25,112248
0G动物药学,A157沈阳农业大学,2,112273
0U广告学,A433山东理工大学,43,112294
10医学检验技术,A600广西中医药大学,1,112323
18环境工程,A460河南理工大学,2,112346
26新闻传播学类,B407北方民族大学,1,112349
09投资学,A741兰州财经大学,2,112350
30保险学,A741兰州财经大学,2,112352
16传播学,A435青岛农业大学,60,112353
37化学(师范类),A452临沂大学,92,112364
HZ护理学(中外合作办学),A678昆明医科大学,1,112372
09预防医学,A679大理大学,2,112378
C4电子信息工程,A149沈阳化工大学,2,112436
0Q会计学,B775防灾科技学院,2,112451
22电子信息工程(中外合作办学),B062厦门理工学院,6,112461
01生物工程,A433山东理工大学,13,112468
60资源勘查工程,A220东北石油大学,8,112492
1H日语(师范类),A205长春师范大学,4,112522
04工业设计,A190长春工业大学,2,112532
21工商管理类,A431齐鲁工业大学,359,112533
1C商务英语,A452临沂大学,30,112565
A2统计学,A190长春工业大学,3,112567
1W行政管理,A205长春师范大学,2,112577
4F国际经济与贸易(中外合作办学)(中美合作),B458上海电机学院,3,112585
47园艺,A566广东海洋大学,2,112647
A5英语,A149沈阳化工大学,2,112663
0F计算机科学与技术(师范类),A205长春师范大学,6,112669
50旅游管理,B258大连大学,4,112710
28英语,A676云南农业大学,1,112768
27养老服务管理,A598广西医科大学,2,112789
09英语(师范类),C048南京特殊教育师范学院,5,112806
0D药学,A441山东中医药大学,85,112829
1D管理科学与工程类(地方专项计划),A429青岛理工大学,25,112847
08电子信息工程,D982无锡学院,2,112851
0Y信息管理与信息系统,A507湖北中医药大学,3,112857
0Y电气工程及其自动化,A157沈阳农业大学,3,112864
C6人工智能,A149沈阳化工大学,1,112891
02药学(地方专项计划),A441山东中医药大学,5,112899
22电气工程及其自动化,A679大理大学,2,112908
A7化学,A149沈阳化工大学,2,112920
1Y测控技术与仪器,A076河北工程大学,2,112925
10化学工程与工艺,A146辽宁科技大学,2,112938
10中药学(地方专项计划),A441山东中医药大学,10,112965
43信息与计算科学,B058宁波工程学院,3,112995
D5建筑环境与能源应用工程,A360安徽工业大学,2,113004
F1电子信息类,A203吉林师范大学,2,113041
25电子信息工程,A679大理大学,2,113076
14教育学类(师范类),E099湖北第二师范学院,4,113098
E5公共事业管理,A061天津农学院,2,113143
39新能源材料与器件(地方专项计划),A446曲阜师范大学,10,113211
18人工智能,B406甘肃政法大学,2,113246
1X林学,A677西南林业大学,2,113295
PJ英语,A742西北民族大学,2,113302
33测控技术与仪器,A720陕西理工大学,1,113313
1M食品质量与安全,B066烟台大学,69,113342
10应用化学,A878安徽建筑大学,2,113348
81教育技术学(师范类),A418赣南师范大学,3,113358
0D药物制剂,A199长春中医药大学,1,113384
02生物技术(中外合作办学),F410广东以色列理工学院,5,113391
0M医学信息工程,A680云南中医药大学,1,113419
35日语,B058宁波工程学院,2,113420
63生物工程,A190长春工业大学,1,113421
55海洋渔业科学与技术,A566广东海洋大学,4,113458
12护理学,C214湖南医药学院,1,113466
2G汉语国际教育,A741兰州财经大学,2,113501
13生物制药,B066烟台大学,70,113510
30计算机类,B551重庆科技学院,5,113512
29人文地理与城乡规划,A741兰州财经大学,2,113530
1C水文与水资源工程,A361安徽理工大学,6,113546
63电子信息工程,A638西华师范大学,4,113562
F2会计学,A149沈阳化工大学,2,113563
A1环境工程,A407江西理工大学,2,113640
01法学,A120山西大同大学,10,113667
56水生动物医学,A566广东海洋大学,4,113692
19金融学,A433山东理工大学,156,113697
2L英语,A596桂林理工大学,2,113735
0F中药学,A199长春中医药大学,3,113750
0L医学检验技术,A438潍坊医学院,153,113756
01汉语言文学(师范类),A643重庆三峡学院,2,113758
0P地理空间信息工程,A433山东理工大学,67,113794
K5物联网工程(嵌入式培养),A333常熟理工学院,2,113800
0Y金融科技,A431齐鲁工业大学,80,113804
C3电气工程及其自动化,A149沈阳化工大学,5,113807
46自动化类,A596桂林理工大学,3,113814
09医学检验技术,A117长治医学院,1,113845
73智能制造工程,A462郑州轻工业大学,4,113852
08数据科学与大数据技术,A262上海健康医学院,5,113897
24财务管理,A347湖州师范学院,2,113919
3A计算机类,A920湖北理工学院,2,113939
74物理学(师范类),A418赣南师范大学,3,113942
C4广播电视编导,A188东北电力大学,9,114018
18化学类,A431齐鲁工业大学,47,114030
20经济学,A433山东理工大学,89,114036
1J环境工程,A731兰州理工大学,4,114092
1D食品科学与工程,A076河北工程大学,2,114094
47采矿工程,A146辽宁科技大学,1,114126
26汉语言文学(师范类),A722咸阳师范学院,2,114149
0N中医养生学,A441山东中医药大学,85,114156
0B物流管理(中外合作办学),A445山东师范大学,65,114162
02国际经济与贸易,A731兰州理工大学,2,114189
53社会工作,A240哈尔滨商业大学,2,114222
51酒店管理,B258大连大学,5,114230
2V光电信息科学与工程,A433山东理工大学,57,114255
0Q智能材料与结构,A361安徽理工大学,5,114258
1S软件工程(中外合作办学),A405东华理工大学,5,114259
59护理学,A114山西医科大学,4,114293
05历史学(师范类),A482洛阳师范学院,6,114308
85经济与贸易类(经济学院),A240哈尔滨商业大学,15,114313
1U中医养生学(地方专项计划),A441山东中医药大学,10,114321
09数字经济,A370安徽师范大学,2,114333
0K生物工程(地方专项计划),A431齐鲁工业大学,10,114378
02政治学、经济学与哲学(地方专项计划),A447聊城大学,5,114407
09药学,B840西安医学院,5,114452
1Y人工智能,A451鲁东大学,71,114477
69法学,A136内蒙古民族大学,1,114481
7W劳动与社会保障,A689云南财经大学,4,114506
58文化遗产,A408景德镇陶瓷大学,1,114521
1E土木工程,A430山东建筑大学,199,114574
4C会计学(国际会计),B318江西科技师范大学,2,114594
22地理信息科学,A596桂林理工大学,3,114599
33土木工程,B048金陵科技学院,1,114600
0C建筑学,A128内蒙古工业大学,6,114606
30能源与动力工程,A462郑州轻工业大学,5,114611
32日语,A595桂林电子科技大学,3,114621
2W物流管理(地方专项计划),A446曲阜师范大学,10,114623
22汉语言文学,A733甘肃农业大学,5,114673
12运动康复,A071天津体育学院,4,114676
16广告学,A546衡阳师范学院,1,114678
2L电子商务,A531吉首大学,2,114679
03中医学,A823长沙医学院,2,114729
66生物科学(师范类),A746青海师范大学,5,114736
45建筑学,A354嘉兴学院,2,114745
2S日语,A451鲁东大学,43,114759
0J历史学(师范类),A119太原师范学院,5,114775
68工商管理类,A220东北石油大学,3,114779
83护理学,A081华北理工大学,6,114808
45电子信息工程,A741兰州财经大学,3,114820
03会计学(中外合作办学),A463河南工业大学,3,114821
2E材料化学,A431齐鲁工业大学,10,114830
21消防工程,A361安徽理工大学,4,114834
1Q医学影像技术,A076河北工程大学,2,114861
1Y建筑学,A434山东农业大学,45,114913
06安全工程,A147辽宁工程技术大学,2,114947
05文物与博物馆学,B080西安文理学院,2,114978
54自动化(卓越计划班),A148辽宁石油化工大学,3,114979
01临床医学,D980南京医科大学康达学院,2,115006
09法学,B332湖北警官学院,9,115019
0G英语(师范类),A119太原师范学院,6,115033
0D电子信息类,B532湖南财政经济学院,3,115080
36德语,B058宁波工程学院,2,115093
1C软件工程(校企合作，与北京安博大成教育科技公司合作),A431齐鲁工业大学,40,115107
0G医学影像技术,E432河北中医学院,3,115122
35材料类,A460河南理工大学,5,115128
15数学与应用数学(师范类),A452临沂大学,85,115143
0A食品科学与工程,B066烟台大学,46,115145
15医学影像技术,A440滨州医学院,46,115147
0D海洋技术,A431齐鲁工业大学,65,115189
02地质学类,A405东华理工大学,6,115195
1Q生物技术(济南走读),Y016济南大学,30,115197
21土木类(地方专项计划),A427济南大学,21,115198
1L化学(师范类),A608广西民族大学,1,115219
20轻工类(烟工类),A466河南农业大学,8,115221
1J测控技术与仪器,A878安徽建筑大学,2,115223
13地质工程,A460河南理工大学,2,115242
12康复治疗学,A601桂林医学院,2,115274
0Y土地资源管理,A434山东农业大学,50,115307
0V中医养生学,A680云南中医药大学,1,115308
09电气工程及其自动化,A148辽宁石油化工大学,2,115313
44数学与应用数学(师范类),A746青海师范大学,3,115329
1K地质类,A077河北地质大学,6,115336
56思想政治教育,A219黑龙江科技大学,2,115351
50工业工程,A460河南理工大学,2,115359
1K计算机类,A430山东建筑大学,248,115365
09金融数学(济南走读),Y016济南大学,15,115380
1C电子商务,A741兰州财经大学,2,115388
X0工商管理,A201北华大学,4,115390
01金融学,A127内蒙古科技大学,2,115413
1L环境科学与工程,B066烟台大学,30,115417
C7自动化,A149沈阳化工大学,2,115422
48机械工程(中外合作办学),A150大连交通大学,3,115437
22统计学,A671贵州财经大学,3,115449
0A通信工程,A451鲁东大学,68,115474
1T建筑电气与智能化,A430山东建筑大学,40,115504
0U应急技术与管理,B775防灾科技学院,2,115505
39纺织类,A709西安工程大学,8,115512
0B动物科学,A364安徽农业大学,4,115523
1B工商管理,A433山东理工大学,52,115527
2T软件工程,B726长春大学,2,115540
05测绘工程,A878安徽建筑大学,2,115557
2R新能源科学与工程,A433山东理工大学,80,115571
D0冶金工程,A407江西理工大学,2,115585
73英语,A113山西农业大学,2,115590
33会计学,C034湖南第一师范学院,3,115597
28市场营销,B406甘肃政法大学,1,115634
1A城市地下空间工程,A361安徽理工大学,4,115647
0N烟草,A434山东农业大学,58,115663
05机械设计制造及其自动化,A219黑龙江科技大学,3,115697
0B预防医学,A443济宁医学院,52,115699
57环境工程,A464河南科技大学,5,115708
18建筑环境与能源应用工程,A731兰州理工大学,2,115715
19给排水科学与工程,A361安徽理工大学,6,115725
04轻化工程,A012北京服装学院,6,115728
09通信工程,A430山东建筑大学,39,115730
54制药工程,A190长春工业大学,4,115739
19应用统计学,E436江苏第二师范学院,5,115764
0N制药工程,A680云南中医药大学,1,115766
0E工程力学(地方专项计划),A429青岛理工大学,15,115776
05法学,A546衡阳师范学院,1,115851
65中医学,A120山西大同大学,10,115873
14康复治疗学,A680云南中医药大学,1,115890
0A税收学,B420河北金融学院,2,115926
3G学前教育(师范类),A452临沂大学,42,115952
07医学检验技术,C214湖南医药学院,1,116011
15药学,A262上海健康医学院,8,116028
72土木工程(中外合作办学),A188东北电力大学,5,116046
92公共事业管理,A462郑州轻工业大学,3,116110
0D植物保护,A676云南农业大学,1,116128
07木材科学与工程,A364安徽农业大学,2,116143
05应用气象学,A157沈阳农业大学,3,116172
0D土木工程(地方专项计划),A430山东建筑大学,20,116197
0F电气工程及其自动化,B775防灾科技学院,4,116212
14生物技术,A431齐鲁工业大学,40,116237
16中草药栽培与鉴定,A735甘肃中医药大学,1,116238
D3药物制剂,A162辽宁中医药大学,3,116258
25计算机类,A086河北农业大学,10,116262
0H网络工程(就读地点泰安),Y018山东科技大学,100,116265
25电气工程及其自动化,A402闽南师范大学,2,116295
0C城市地下空间工程,A555南华大学,8,116309
66电子信息工程,A622四川轻化工大学,2,116310
09生物工程,B066烟台大学,75,116336
22外国语言文学类,B407北方民族大学,2,116377
0M人力资源管理,B532湖南财政经济学院,2,116385
1R食品科学与工程类,A431齐鲁工业大学,64,116398
CZ软件工程,A203吉林师范大学,2,116400
2K制药工程(医药方向),A434山东农业大学,20,116404
44社会工作,A220东北石油大学,2,116442
2J软件工程(校企合作，与山东正中信息技术有限公司合作),A431齐鲁工业大学,40,116459
44英语(师范类),A419井冈山大学,4,116478
0K园林,A676云南农业大学,1,116501
53自动化,A148辽宁石油化工大学,2,116515
15旅游管理,A378安徽财经大学,4,116517
1F食品质量与安全,A118山西师范大学,2,116545
H4经济统计学,A201北华大学,4,116546
08矿业类,A619西南科技大学,5,116580
30财务管理,B406甘肃政法大学,1,116591
E4食品科学与工程,A149沈阳化工大学,1,116609
03俄语,A144沈阳理工大学,3,116623
56应用心理学(师范类),A546衡阳师范学院,1,116662
X2国际经济与贸易,A201北华大学,2,116673
B2俄语,A190长春工业大学,1,116694
02汉语言文学,A643重庆三峡学院,2,116731
24英语(师范类),E276齐鲁师范学院,105,116741
0T国际经济与贸易,A431齐鲁工业大学,130,116791
81数字媒体技术,A190长春工业大学,10,116815
76工程造价,B535湖南工业大学,2,116837
75电子信息工程,A418赣南师范大学,3,116843
2P电子信息工程,A430山东建筑大学,51,116849
B0土木类,A407江西理工大学,3,116850
24智能医学工程,A228黑龙江中医药大学,2,116861
13电气工程及其自动化,A434山东农业大学,96,116949
H8软件工程(金融方向),A410江西农业大学,3,116956
1G会计学,A447聊城大学,104,116962
Q3网络工程,A201北华大学,2,116963
14汉语言文学(师范类),A449滨州学院,32,116970
2F植物科学与技术,A434山东农业大学,30,117001
1E无机非金属材料工程,A431齐鲁工业大学,8,117060
0D临床药学,A438潍坊医学院,60,117069
2A电子信息科学与技术,A434山东农业大学,44,117071
2X制药工程,A434山东农业大学,30,117077
0T会计学(地方专项计划),A447聊城大学,5,117094
24土地资源管理,A460河南理工大学,2,117098
2T会计学,A452临沂大学,46,117130
42土木工程,A154辽宁工业大学,2,117178
11汉语言文学(师范类),A096保定学院,1,117245
08电子科学与技术,B058宁波工程学院,3,117274
7A数学与应用数学(师范类),A531吉首大学,2,117283
17生物制药(济南走读),Y016济南大学,30,117305
H1机械设计制造及其自动化(中外合作办学),A720陕西理工大学,2,117334
0Z物理学(师范类),A447聊城大学,119,117345
0S化学工程与工艺,A109太原科技大学,2,117355
0C给排水科学与工程,A405东华理工大学,6,117399
31金融学,A418赣南师范大学,2,117428
29特殊教育(师范类),B726长春大学,2,117433
3V数据科学与大数据技术,A741兰州财经大学,3,117438
28工程力学,A076河北工程大学,2,117469
09医学检验技术,A092河北北方学院,3,117497
12网络与新媒体,A643重庆三峡学院,2,117501
09生物医学科学,A439山东第一医科大学,50,117524
25安全工程(实验室管理),A017北京石油化工学院,4,117531
81食品科学与工程,A166沈阳师范大学,5,117533
70财务管理,Y000哈尔滨理工大学,16,117546
03农学(卓越计划实验班),A157沈阳农业大学,3,117562
2B国际经济与贸易,A596桂林理工大学,4,117572
19房地产开发与管理,A125山西财经大学,2,117605
21环境工程,A463河南工业大学,8,117608
21旅游管理,A656西南民族大学,4,117641
5W船舶与海洋工程(中外合作办学),A289江苏科技大学,5,117647
14信息与计算科学,C034湖南第一师范学院,2,117678
0T功能材料,A731兰州理工大学,2,117691
6E国际经济与贸易,A531吉首大学,2,117698
20水文与水资源工程(智慧水文方向),A460河南理工大学,2,117702
23英语,B077长沙学院,2,117749
0F工程力学,A109太原科技大学,2,117754
1F测控技术与仪器(海洋测控方向),A431齐鲁工业大学,47,117769
13工业工程,A363安徽工程大学,5,117791
0F医学检验技术,E432河北中医学院,3,117796
1S护理学,A076河北工程大学,2,117822
19教育技术学(师范类),A447聊城大学,50,117825
15护理学,A680云南中医药大学,1,117835
16动物医学,A113山西农业大学,5,117836
2E智能制造工程(新工科创新实验班),A433山东理工大学,80,117843
23旅游管理类(地方专项计划),A427济南大学,10,117844
1G朝鲜语,B066烟台大学,25,117871
0Q社会学,A608广西民族大学,2,117882
0R康复治疗学,A653成都体育学院,2,117886
0T过程装备与控制工程,A109太原科技大学,2,117887
0F金融学,A434山东农业大学,140,117907
0M物联网工程,A430山东建筑大学,38,117913
12健康服务与管理,A412江西中医药大学,3,117927
05地理科学(师范类),E276齐鲁师范学院,40,117957
0B化学类(地方专项计划),A431齐鲁工业大学,10,117989
19财务管理,A191吉林建筑大学,2,118030
0F针灸推拿学,A443济宁医学院,72,118040
26公共事业管理(卫生事业管理方向),A114山西医科大学,3,118043
4E地理信息科学,A741兰州财经大学,2,118058
18中药学,A117长治医学院,1,118061
02农学,A157沈阳农业大学,4,118071
12无机非金属材料工程,A878安徽建筑大学,2,118075
29会计学,A418赣南师范大学,2,118102
M2俄语,A186长春理工大学,5,118123
0N英语(师范类),B067潍坊学院,65,118133
G5新能源科学与工程,A333常熟理工学院,2,118141
B4园林,A410江西农业大学,2,118171
08工商管理类,A671贵州财经大学,5,118175
33工商管理类,A434山东农业大学,420,118206
0W园林,A157沈阳农业大学,2,118218
27工商管理,B406甘肃政法大学,1,118233
0F会计学,B688山东工商学院,51,118235
0N针灸推拿学,D437南昌医学院,1,118241
2P高分子材料与工程,A431齐鲁工业大学,9,118258
0Q城乡规划,A433山东理工大学,37,118267
D1化学工程与工艺,A407江西理工大学,2,118280
05汉语言文学(师范类),A514黄冈师范学院,4,118284
17中医康复学,A760新疆医科大学,4,118290
84财政学类(财政与公共管理学院),A240哈尔滨商业大学,22,118300
98日语,A188东北电力大学,11,118307
36工业工程(中外合作办学),A216燕山大学,15,118308
49汉语言文学(师范类),A762新疆师范大学,12,118320
56应用化学,A220东北石油大学,2,118355
H1临床医学,D560新疆第二医学院,19,118378
H2软件工程,A061天津农学院,2,118380
F1数学与应用数学(师范类),A333常熟理工学院,2,118385
18小学教育(师范类，全科),A746青海师范大学,3,118391
0R金融学,A193吉林农业大学,2,118416
81护理学,A464河南科技大学,8,118434
B1材料类,A360安徽工业大学,7,118447
32物理学(师范类),A452临沂大学,24,118480
67英语(师范类),A762新疆师范大学,5,118482
13应急管理(济南走读),Y016济南大学,5,118484
F4土地资源管理,A410江西农业大学,4,118517
3W地理信息科学(地方专项计划),A447聊城大学,5,118544
2F环境科学与工程类(济南走读),Y016济南大学,10,118547
07土木工程,D021浙大城市学院,15,118573
0D日语,A434山东农业大学,42,118579
11工商管理,B726长春大学,2,118585
15海洋科学,B066烟台大学,55,118586
12应用心理学,A447聊城大学,25,118602
91人力资源管理,A402闽南师范大学,4,118609
0V动物医学类,A434山东农业大学,155,118613
4S学前教育(师范),B318江西科技师范大学,2,118618
11社会学,A418赣南师范大学,2,118645
0J自动化,A434山东农业大学,40,118697
N3文化产业管理,A061天津农学院,1,118698
0G日语,A433山东理工大学,20,118710
13俄语,A220东北石油大学,5,118713
04行政管理,A691云南民族大学,4,118723
0P汉语言文学,A695西藏民族大学,6,118746
2A行政管理,A433山东理工大学,52,118752
29化学(师范类),A419井冈山大学,2,118778
43电子商务,A240哈尔滨商业大学,6,118786
1W社会工作,A451鲁东大学,60,118787
44朝鲜语,A203吉林师范大学,3,118798
1P工商管理,A430山东建筑大学,57,118804
15给排水科学与工程,A220东北石油大学,4,118923
64食品科学与工程类,A463河南工业大学,16,118934
26信息与计算科学,A167渤海大学,3,118945
0Q无机非金属材料工程,A731兰州理工大学,2,118947
20生物制药,A352丽水学院,2,118958
09医疗产品管理,A262上海健康医学院,5,118969
0R经济与金融,A205长春师范大学,4,119018
11工程管理,A460河南理工大学,2,119034
1K车辆工程,A433山东理工大学,50,119044
24化学工程与工艺(卓越计划班),A148辽宁石油化工大学,2,119048
15通信工程(校企合作，与青岛英谷教育公司合作),A429青岛理工大学,70,119054
2Q物联网工程,B726长春大学,1,119115
1B中医康复学,A440滨州医学院,40,119153
1M园林,A076河北工程大学,2,119204
25软件工程,A219黑龙江科技大学,4,119226
L1物理学(师范类),A201北华大学,3,119231
08电气工程及其自动化,B055常州工学院,5,119234
1P医学检验技术,A076河北工程大学,4,119250
32食品科学与工程(中外合作办学),A020北京农学院,2,119264
18广播电视学,A232齐齐哈尔大学,3,119266
0H临床医学(影像诊断方向),A695西藏民族大学,3,119279
24建筑学,A679大理大学,2,119303
39石油工程,A148辽宁石油化工大学,2,119305
01小学教育(师范类),E388重庆第二师范学院,4,119370
PP新闻传播学类,A742西北民族大学,4,119414
0D应用化学,A076河北工程大学,2,119420
2F国际经济与贸易,B726长春大学,1,119427
10水文与水资源工程,A076河北工程大学,2,119432
C1人力资源管理,A096保定学院,1,119483
53网络与新媒体,B527湖南城市学院,2,119488
1D财务管理,B318江西科技师范大学,2,119497
0P药物化学,A439山东第一医科大学,70,119536
79工商管理类(商务学院),A240哈尔滨商业大学,21,119539
0W能源化学工程,A109太原科技大学,2,119583
1A机械设计制造及其自动化,B066烟台大学,195,119590
06思想政治教育(师范类),A119太原师范学院,3,119596
04环境科学与工程类,A431齐鲁工业大学,50,119615
0Z历史学,A672贵州民族大学,2,119635
0Y生物工程,A661遵义医科大学,2,119636
0M无机非金属材料工程,A361安徽理工大学,8,119641
19工程管理,B066烟台大学,30,119647
0P金属材料工程,A731兰州理工大学,2,119658
40数据科学与大数据技术,A435青岛农业大学,70,119666
1F英语,B104华北科技学院,8,119673
0P食品质量与安全,A680云南中医药大学,1,119679
3H哲学,A447聊城大学,35,119700
0W给排水科学与工程,A076河北工程大学,2,119727
2K环境工程,A077河北地质大学,5,119775
38新闻学,A746青海师范大学,3,119803
53国际经济与贸易,A113山西农业大学,2,119813
25人工智能,A430山东建筑大学,35,119828
48法学,A139内蒙古财经大学,6,119829
4J金融学(121中俄实验班),A741兰州财经大学,2,119854
0W物流管理,A507湖北中医药大学,3,119861
13英语(师范类),A514黄冈师范学院,4,119870
33文物与博物馆学,A096保定学院,1,119880
09财政学,B420河北金融学院,2,119882
14高分子材料与工程(卓越计划班),A148辽宁石油化工大学,7,119898
06统计学,A240哈尔滨商业大学,7,119915
E7会计学(中外高水平大学学生交流计划),A410江西农业大学,2,119936
45英语,A377滁州学院,1,119941
20小学教育(师范类),A419井冈山大学,4,119954
1N应用心理学(地方专项计划),A441山东中医药大学,5,119960
1G风景园林,A076河北工程大学,3,119984
47国际经济与贸易,A190长春工业大学,2,120016
10医学影像技术,D706吉林医药学院,2,120019
37针灸推拿学,A545湘南学院,2,120040
52工商管理类,B551重庆科技学院,5,120071
3J公共管理类(地方专项计划),A434山东农业大学,10,120106
1S环境工程,A596桂林理工大学,2,120145
1Y小学教育(师范类),E276齐鲁师范学院,76,120159
